45 C
686, -1522894, -54476.3466, -115.763519
687, -1428280, -54476.7768, -115.764433
688, -1345789, -54477.2070, -115.765347
689, -1277855, -54477.6373, -115.766262
690, -1226043, -54478.0675, -115.767176
691, -1190871, -54478.4977, -115.768090
692, -1171896, -54478.9280, -115.769004
693, -1168073, -54479.3582, -115.769919
694, -1178255, -54479.7884, -115.770833
695, -1201668, -54480.2187, -115.771747
696, -1238180, -54480.6489, -115.772661
697, -1288329, -54481.0791, -115.773576
698, -1353084, -54481.5093, -115.774490
699, -1433455, -54481.9396, -115.775404
700, -1530034, -54482.3698, -115.776318
701, -1642555, -54482.8000, -115.777233
702, -1769572, -54483.2303, -115.778147
